filename,image_link
GH: 00030143,https://s3.amazonaws.com/huhwebimages/8ADB450DB88F4C7/type/full/30143.jpg
GH: 00030144,https://s3.amazonaws.com/huhwebimages/2CC40DC5A1FC42A/type/full/30144.jpg
GH: 00030148,https://s3.amazonaws.com/huhwebimages/E76A6C9621F5424/type/full/30148.jpg
GH: 00030145,https://s3.amazonaws.com/huhwebimages/16304B0758E7422/type/full/30145.jpg
GH: 00030146,https://s3.amazonaws.com/huhwebimages/3428E1EF861947C/type/full/30146.jpg
NEBC: 00354259,"https://bisque.cyverse.org/image_service/image/00-DhtqNpLyQPuu4iMv4XPsHD?rotate=guess&format=jpeg,quality,100"
NEBC: 00354317,http://kiki.huh.harvard.edu/databases/image.php?id=309828
NEBC: 00354318,http://kiki.huh.harvard.edu/databases/image.php?id=309829
NEBC: 00354320,http://kiki.huh.harvard.edu/databases/image.php?id=309831
NEBC: 00354319,http://kiki.huh.harvard.edu/databases/image.php?id=309830
A: 00460424,"https://bisque.cyverse.org/image_service/image/00-hLUhy2qbeDPZ7kP37ghGdK?rotate=guess&format=jpeg,quality,100"
NEBC: 00575850,"https://bisque.cyverse.org/image_service/image/00-WbQc5pf9CQoUdD66ATstqj?rotate=guess&format=jpeg,quality,100"
NEBC: 00575851,"https://bisque.cyverse.org/image_service/image/00-phibxxYcyL8PY5RcChvafF?rotate=guess&format=jpeg,quality,100"
NEBC: 00575852,"https://bisque.cyverse.org/image_service/image/00-RabMq6bbiMuSSruFgUmdw4?rotate=guess&format=jpeg,quality,100"
NEBC: 00575855,"https://bisque.cyverse.org/image_service/image/00-kJ5EiGeJJ7VohZhNB62gqd?rotate=guess&format=jpeg,quality,100"
NEBC: 00575856,"https://bisque.cyverse.org/image_service/image/00-3SahBNRzxsmTa5EDTMDT4U?rotate=guess&format=jpeg,quality,100"
NEBC: 00575857,"https://bisque.cyverse.org/image_service/image/00-KrB5xuQVvfBfNFCxdUakHm?rotate=guess&format=jpeg,quality,100"
NEBC: 00575858,"https://bisque.cyverse.org/image_service/image/00-jshJREYErcUzXE6ThM4sHe?rotate=guess&format=jpeg,quality,100"
NEBC: 00575859,"https://bisque.cyverse.org/image_service/image/00-a9BJdvSMEnfUAhoWDrdhBX?rotate=guess&format=jpeg,quality,100"
NEBC: 00575860,"https://bisque.cyverse.org/image_service/image/00-xzZeKyVXjkMYWoF225BuWd?rotate=guess&format=jpeg,quality,100"
NEBC: 00575861,"https://bisque.cyverse.org/image_service/image/00-KBoWFRCajHBXeCjN78zuL3?rotate=guess&format=jpeg,quality,100"
NEBC: 00575862,"https://bisque.cyverse.org/image_service/image/00-h4oYPcSX5ppyu9gkZQnxZh?rotate=guess&format=jpeg,quality,100"
NEBC: 00575863,"https://bisque.cyverse.org/image_service/image/00-ESNPCP6LPF38ZKYxszH6vK?rotate=guess&format=jpeg,quality,100"
NEBC: 00575864,"https://bisque.cyverse.org/image_service/image/00-9YsXJCtJpcA6SzqZR6yJU5?rotate=guess&format=jpeg,quality,100"
NEBC: 00575865,"https://bisque.cyverse.org/image_service/image/00-suwSeg6GZ356khXzxznKc3?rotate=guess&format=jpeg,quality,100"
NEBC: 00575866,"https://bisque.cyverse.org/image_service/image/00-FqHQD6wMiNGyutpEhsMNmm?rotate=guess&format=jpeg,quality,100"
NEBC: 00575867,"https://bisque.cyverse.org/image_service/image/00-Ma9qFjp9nXq93KZaZ8q3qf?rotate=guess&format=jpeg,quality,100"
NEBC: 00575868,"https://bisque.cyverse.org/image_service/image/00-q8343dfKAcD83ycMbXpmKZ?rotate=guess&format=jpeg,quality,100"
NEBC: 00575869,"https://bisque.cyverse.org/image_service/image/00-GShcijDJto635FevLDY3M4?rotate=guess&format=jpeg,quality,100"
NEBC: 00575870,"https://bisque.cyverse.org/image_service/image/00-dxDhw27K2aRmguCFRcsCnA?rotate=guess&format=jpeg,quality,100"
NEBC: 00575871,"https://bisque.cyverse.org/image_service/image/00-mWrG83RJq8cVdPPiEwXh55?rotate=guess&format=jpeg,quality,100"
NEBC: 00575873,"https://bisque.cyverse.org/image_service/image/00-u8CNwTxZhYJnVA2DRSTaZC?rotate=guess&format=jpeg,quality,100"
GH: 00575874,"https://bisque.cyverse.org/image_service/image/00-uwz8hyrez8WvwxNJLZMqgH?rotate=guess&format=jpeg,quality,100"
NEBC: 00575875,"https://bisque.cyverse.org/image_service/image/00-SQHV25FtqDT54WJBo89Eyk?rotate=guess&format=jpeg,quality,100"
NEBC: 00575876,"https://bisque.cyverse.org/image_service/image/00-HvCFzE5vBZgxXVij8vBx4F?rotate=guess&format=jpeg,quality,100"
NEBC: 00575854,"https://bisque.cyverse.org/image_service/image/00-NMr8EpKkFsQpquqDeeSooH?rotate=guess&format=jpeg,quality,100"
NEBC: 00575872,"https://bisque.cyverse.org/image_service/image/00-amNVQM5a6QpRwvKHq68SAd?rotate=guess&format=jpeg,quality,100"
NEBC: 00575877,"https://bisque.cyverse.org/image_service/image/00-vMtJeZ5KSWynm8xHv8XUyd?rotate=guess&format=jpeg,quality,100"
NEBC: 00575878,"https://bisque.cyverse.org/image_service/image/00-2MyDkyg2bU4sPxBWZyfBHX?rotate=guess&format=jpeg,quality,100"
NEBC: 00575879,"https://bisque.cyverse.org/image_service/image/00-ZdNEQRMH28489TXZWCrTfb?rotate=guess&format=jpeg,quality,100"
NEBC: 00575880,"https://bisque.cyverse.org/image_service/image/00-Y8sUG53LDoDAWtzBkro424?rotate=guess&format=jpeg,quality,100"
NEBC: 00575881,"https://bisque.cyverse.org/image_service/image/00-o86EgiNFodQMxerM6tiuq?rotate=guess&format=jpeg,quality,100"
GH: 00575882,"https://bisque.cyverse.org/image_service/image/00-bX8mx4evBQD8Ua2H5e6PNj?rotate=guess&format=jpeg,quality,100"
NEBC: 00575883,"https://bisque.cyverse.org/image_service/image/00-rAb4cfoTed8teH7WFtwNP7?rotate=guess&format=jpeg,quality,100"
NEBC: 00575884,"https://bisque.cyverse.org/image_service/image/00-tQk4NWQXRcuXncCcXeTyBF?rotate=guess&format=jpeg,quality,100"
NEBC: 00575885,"https://bisque.cyverse.org/image_service/image/00-QqKxhj4qhLVnbrx4gkVN9?rotate=guess&format=jpeg,quality,100"
GH: 00575886,"https://bisque.cyverse.org/image_service/image/00-FUu6EXzNW9pXhCZJgsWsXn?rotate=guess&format=jpeg,quality,100"
NEBC: 00575887,"https://bisque.cyverse.org/image_service/image/00-EJ7e63CHgSSEpMqzQ9xKHP?rotate=guess&format=jpeg,quality,100"
GH: 00575888,"https://bisque.cyverse.org/image_service/image/00-zWeLcdea3i7GxgaYQyPuBo?rotate=guess&format=jpeg,quality,100"
NEBC: 00575889,"https://bisque.cyverse.org/image_service/image/00-6CWhNnYt5vJdhzz9DyQLjC?rotate=guess&format=jpeg,quality,100"
NEBC: 00575890,"https://bisque.cyverse.org/image_service/image/00-NLgA93itsCZTcAq7jJiWBW?rotate=guess&format=jpeg,quality,100"
NEBC: 00575891,"https://bisque.cyverse.org/image_service/image/00-ZcNNEn3Ueda6YCxjDGnnGA?rotate=guess&format=jpeg,quality,100"
NEBC: 00575892,"https://bisque.cyverse.org/image_service/image/00-pzZc8bakLNKwCgdpwSdhPD?rotate=guess&format=jpeg,quality,100"
NEBC: 00575894,"https://bisque.cyverse.org/image_service/image/00-4pAzjmHWQtoWN8punf5vrG?rotate=guess&format=jpeg,quality,100"
NEBC: 00575896,"https://bisque.cyverse.org/image_service/image/00-QPjkaHPphL23FD6TSwGASH?rotate=guess&format=jpeg,quality,100"
NEBC: 00575897,"https://bisque.cyverse.org/image_service/image/00-AbESbfMJtw5X9v3CRPf2Gn?rotate=guess&format=jpeg,quality,100"
NEBC: 00575898,"https://bisque.cyverse.org/image_service/image/00-KoZose3YCvYsTFCE73aMbi?rotate=guess&format=jpeg,quality,100"
NEBC: 00575899,"https://bisque.cyverse.org/image_service/image/00-gQ2n4pRYpx7fh76PJwVtfH?rotate=guess&format=jpeg,quality,100"
